merchant_information,mid
sub_industry:auto_dealer__used_only,732443
industry:financial_services_products,519912
sub_industry:vision_care,525306
sub_industry:bed_and_bath,549530
industry:clothing_accessories_shoes,579168
industry:clothing_accessories_shoes,245842
sub_industry:fragrances_and_perfumes,586824
sub_industry:bicycle_shop__service__and_repair,447605
industry:baby,465392
sub_industry:accessories,473589
industry:vehicle_sales,447605
industry:home_garden,534354
sub_industry:retail_fine_jewelry_and_watches,448398
industry:clothing_accessories_shoes,534315
industry:vehicle_service_accessories,473589
sub_industry:swimming_pools_and_spas,534354
industry:clothing_accessories_shoes,448398
industry:home_garden,549530
sub_industry:home_decor,545567
industry:services_other,547558
industry:clothing_accessories_shoes,580812
industry:clothing_accessories_shoes,601653
sub_industry:retail_fine_jewelry_and_watches,580966
industry:pets_animals,596994
sub_industry:elearning,596452
industry:electronics_telecom,482192
sub_industry:vision_care,562522
industry:clothing_accessories_shoes,476257
sub_industry:retail_fine_jewelry_and_watches,476257
industry:services_other,734763
industry:health_personal_care,562445
sub_industry:retail_fine_jewelry_and_watches,475754
industry:electronics_telecom,482289
industry:home_garden,454024
industry:clothing_accessories_shoes,764904
sub_industry:womens_clothing,764904
industry:clothing_accessories_shoes,764923
sub_industry:womens_clothing,764923
sub_industry:makeup_and_cosmetics,550110
sub_industry:auto_body_repair_and_paint,542358
sub_industry:fashion_jewelry,843571
industry:services_other,734666
industry:home_garden,528631
industry:business_to_business,474092
industry:clothing_accessories_shoes,485363
industry:beauty_fragrances,550110
industry:clothing_accessories_shoes,466900
sub_industry:firearm_accessories,317743
industry:vehicle_service_accessories,542377
industry:electronics_telecom,545277
sub_industry:auto_body_repair_and_paint,393897
sub_industry:consulting_services,474092
sub_industry:elearning,551483
industry:sports_outdoors,317743
industry:vehicle_service_accessories,393897
industry:health_personal_care,601808
industry:vehicle_service_accessories,542358
industry:clothing_accessories_shoes,708412
sub_industry:womens_clothing,466900
sub_industry:auto_body_repair_and_paint,542338
industry:health_personal_care,452709
industry:health_personal_care,562677
sub_industry:dental_care,608342
industry:vehicle_service_accessories,542396
industry:electronics_telecom,846838
sub_industry:auto_body_repair_and_paint,542416
industry:services_other,462356
sub_industry:auto_body_repair_and_paint,542396
sub_industry:new_parts_and_supplies__motor_vehicle,485247
industry:vehicle_service_accessories,542338
industry:clothing_accessories_shoes,709204
sub_industry:health_and_beauty_spas,844402
industry:vehicle_sales,603799
sub_industry:auto_body_repair_and_paint,542377
sub_industry:vision_care,601808
industry:health_personal_care,302934
industry:health_personal_care,608342
sub_industry:new_parts_and_supplies__motor_vehicle,485208
sub_industry:new_parts_and_supplies__motor_vehicle,485189
industry:vehicle_service_accessories,485266
sub_industry:new_parts_and_supplies__motor_vehicle,485266
sub_industry:housewares,528728
industry:health_personal_care,261715
industry:home_garden,528728
sub_industry:coffee_and_tea,602426
industry:health_personal_care,264344
sub_industry:housewares,528708
industry:home_garden,528708
industry:health_personal_care,256031
industry:vehicle_service_accessories,847206
industry:health_personal_care,134076
sub_industry:training_services,462356
industry:health_personal_care,264306
industry:health_personal_care,223938
industry:health_personal_care,451955
industry:health_personal_care,302953
industry:health_personal_care,302895
industry:health_personal_care,459282
sub_industry:housewares,495030
industry:vehicle_service_accessories,485208
industry:health_personal_care,562368
industry:health_personal_care,277955
industry:health_personal_care,442926
industry:home_garden,495030
industry:health_personal_care,302992
sub_industry:childrens_clothing,445633
industry:services_other,551483
sub_industry:fashion_jewelry,553068
industry:electronics_telecom,555118
industry:clothing_accessories_shoes,445633
industry:clothing_accessories_shoes,553068
sub_industry:general_electronic_accessories,545277
sub_industry:general_electronic_accessories,531009
sub_industry:womens_clothing,487644
industry:clothing_accessories_shoes,487644
sub_industry:coffee_and_tea,552933
industry:vehicle_service_accessories,542918
sub_industry:advertising,555852
industry:electronics_telecom,531009
industry:business_to_business,555852
sub_industry:athletic_shoes,485363
sub_industry:recreational_vehicle_dealer,374544
sub_industry:auto_body_repair_and_paint,542435
industry:vehicle_service_accessories,542435
industry:vehicle_service_accessories,485228
industry:sports_outdoors,528573
sub_industry:sporting_equipment,528573
sub_industry:auto_body_repair_and_paint,542918
industry:vehicle_service_accessories,542899
sub_industry:ecigarettes,557496
sub_industry:auto_dealer__used_only,603799
industry:clothing_accessories_shoes,554905
sub_industry:womens_clothing,554905
sub_industry:general_electronic_accessories,555118
industry:food_retail_service,602349
industry:business_to_business,529636
industry:electronics_telecom,557496
sub_industry:auto_body_repair_and_paint,542454
sub_industry:recreational_vehicle_dealer,557225
sub_industry:health_and_beauty_spas,396372
sub_industry:auto_body_repair_and_paint,542493
industry:beauty_fragrances,555814
industry:vehicle_service_accessories,542454
sub_industry:auto_body_repair_and_paint,542628
industry:vehicle_sales,557225
sub_industry:mens_clothing,483275
sub_industry:consulting_services,529636
sub_industry:housewares,528631
sub_industry:auto_body_repair_and_paint,542300
industry:travel,581334
sub_industry:auto_body_repair_and_paint,542899
sub_industry:hair,555814
industry:vehicle_service_accessories,542493
industry:food_retail_service,552933
industry:clothing_accessories_shoes,483275
industry:services_other,396372
sub_industry:rental_property_management,581334
industry:services_other,696386
industry:vehicle_service_accessories,542628
industry:vehicle_service_accessories,542300
industry:vehicle_service_accessories,485189
sub_industry:health_and_beauty_spas,696386
sub_industry:hair,480162
sub_industry:dental_care,399426
industry:health_personal_care,399426
industry:vehicle_service_accessories,485247
sub_industry:new_parts_and_supplies__motor_vehicle,485228
industry:beauty_fragrances,480162
industry:beauty_fragrances,698938
sub_industry:auto_body_repair_and_paint,542609
industry:vehicle_service_accessories,542570
industry:vehicle_sales,694144
industry:sports_outdoors,702728
sub_industry:clothing,709204
industry:home_garden,373249
sub_industry:bed_and_bath,373249
sub_industry:auto_body_repair_and_paint,542512
sub_industry:motorcycle_dealer,694144
sub_industry:makeup_and_cosmetics,698938
industry:vehicle_service_accessories,542512
industry:services_other,696058
sub_industry:ids__licenses__and_passports,696058
sub_industry:womens_clothing,691708
industry:vehicle_service_accessories,542416
sub_industry:moving_and_storage,766779
sub_industry:tatoo_and_piercing,734415
sub_industry:shoes,697140
sub_industry:hair,538124
industry:clothing_accessories_shoes,697140
industry:home_garden,696425
industry:clothing_accessories_shoes,713032
sub_industry:retail_fine_jewelry_and_watches,729350
industry:services_other,734802
industry:electronics_telecom,384385
sub_industry:sporting_equipment,667986
sub_industry:fragrances_and_perfumes,726624
industry:clothing_accessories_shoes,729272
sub_industry:cell_phones__pdas__and_pagers,384385
industry:clothing_accessories_shoes,729350
industry:clothing_accessories_shoes,729214
industry:beauty_fragrances,726624
industry:baby,734782
industry:business_to_business,693815
sub_industry:makeup_and_cosmetics,727687
sub_industry:auto_body_repair_and_paint,542474
industry:baby,735169
sub_industry:exterminating_and_disinfecting_services,698474
industry:beauty_fragrances,727687
sub_industry:baby_products_other,735169
industry:clothing_accessories_shoes,729195
sub_industry:health_and_beauty_spas,734802
sub_industry:baby_products_other,734782
sub_industry:vocational_and_trade_schools,728886
industry:education,728886
sub_industry:retail_fine_jewelry_and_watches,475484
sub_industry:retail_fine_jewelry_and_watches,729272
sub_industry:retail_fine_jewelry_and_watches,729195
sub_industry:retail_fine_jewelry_and_watches,729156
industry:clothing_accessories_shoes,729234
sub_industry:vocational_and_trade_schools,607956
sub_industry:retail_fine_jewelry_and_watches,729234
sub_industry:retail_fine_jewelry_and_watches,729214
industry:clothing_accessories_shoes,729156
industry:clothing_accessories_shoes,273315
sub_industry:hair,727010
sub_industry:womens_clothing,273315
industry:clothing_accessories_shoes,475484
industry:education,607956
industry:vehicle_sales,729814
sub_industry:recreational_vehicle_dealer,729814
sub_industry:makeup_and_cosmetics,725309
industry:clothing_accessories_shoes,479524
industry:beauty_fragrances,308502
sub_industry:hair,308502
industry:beauty_fragrances,727010
industry:vehicle_service_accessories,542474
sub_industry:womens_clothing,479524
industry:home_garden,698474
sub_industry:womens_clothing,486736
sub_industry:elearning,730780
industry:beauty_fragrances,692481
sub_industry:hair,692481
sub_industry:womens_clothing,708412
industry:sports_outdoors,667986
industry:home_garden,698416
sub_industry:furniture,698416
industry:vehicle_service_accessories,542609
sub_industry:hair,540250
sub_industry:auto_body_repair_and_paint,542532
industry:vehicle_service_accessories,542532
industry:vehicle_service_accessories,707000
sub_industry:auto_body_repair_and_paint,542570
industry:electronics_telecom,489133
sub_industry:new_parts_and_supplies__motor_vehicle,707000
industry:beauty_fragrances,539554
sub_industry:auto_body_repair_and_paint,542590
sub_industry:hair,540598
industry:home_garden,361804
industry:home_garden,762255
sub_industry:furniture,762255
sub_industry:firearm_accessories,698590
industry:sports_outdoors,698590
sub_industry:bed_and_bath,361804
industry:health_personal_care,771013
industry:vehicle_service_accessories,542590
sub_industry:ecigarettes,489133
sub_industry:womens_clothing,695594
industry:beauty_fragrances,540250
industry:beauty_fragrances,538800
industry:clothing_accessories_shoes,695594
sub_industry:health_and_beauty_spas,702805
industry:services_other,702805
sub_industry:auto_body_repair_and_paint,542551
industry:vehicle_service_accessories,542551
industry:beauty_fragrances,540598
sub_industry:hair,538800
industry:beauty_fragrances,539786
sub_industry:hair,539786
industry:beauty_fragrances,538124
sub_industry:hair,539554
sub_industry:mens_clothing,606912
industry:clothing_accessories_shoes,606912
industry:home_garden,769776
industry:education,769486
industry:beauty_fragrances,769563
industry:toys_hobbies,459070
sub_industry:electric_toys,459070
industry:home_garden,767108
sub_industry:dance_halls__studios__and_schools,769486
sub_industry:finance_company,768364
industry:home_garden,771206
sub_industry:makeup_and_cosmetics,769563
sub_industry:art_dealers_and_galleries,715062
sub_industry:knives,769776
sub_industry:home_decor,771206
industry:beauty_fragrances,407353
industry:clothing_accessories_shoes,564398
sub_industry:accessories,564398
industry:home_garden,759374
sub_industry:makeup_and_cosmetics,407353
industry:home_garden,755218
sub_industry:auto_body_repair_and_paint,674056
industry:clothing_accessories_shoes,696444
industry:vehicle_service_accessories,674056
sub_industry:clothing,696444
industry:pets_animals,768751
industry:home_garden,566466
sub_industry:home_decor,566466
sub_industry:furniture,755218
sub_industry:specialty_or_rare_pets,768751
industry:vehicle_sales,765909
sub_industry:fashion_jewelry,446851
industry:clothing_accessories_shoes,446851
sub_industry:bed_and_bath,359812
sub_industry:furniture,759374
industry:health_personal_care,700775
sub_industry:bicycle_shop__service__and_repair,765909
sub_industry:dental_care,700775
industry:home_garden,359812
sub_industry:bed_and_bath,703559
sub_industry:bed_and_bath,703598
sub_industry:housewares,701297
sub_industry:elearning,766025
industry:beauty_fragrances,693138
industry:home_garden,703559
industry:arts_crafts_collectibles,715062
sub_industry:retail_fine_jewelry_and_watches,714444
sub_industry:catering_services,699982
industry:home_garden,701297
industry:food_retail_service,699982
sub_industry:hair,693138
sub_industry:hair,690490
industry:home_garden,712472
sub_industry:home_decor,712472
industry:clothing_accessories_shoes,630576
